userid,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14
895,0,2,1,1,0,1,1,1,0,2,NA,NA,NA,NA
896,0,0,2,0,0,0,0,0,0,0,0,0,0,0
897,2,1,0,2,0,1,2,0,0,0,NA,NA,NA,NA
898,2,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,1,1,1,2,2,0,1,0,1,2,NA,NA,NA,NA
901,0,0,0,1,0,0,0,0,0,2,0,2,3,3
902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,0,0,0,3,0,0,0,0,2,0,0,0,0,0
904,3,0,2,1,1,0,0,1,0,0,0,0,0,1
905,0,2,0,0,5,1,0,2,1,1,2,0,2,0
906,2,0,0,0,2,0,1,3,0,0,NA,NA,NA,NA
907,0,0,2,0,0,0,0,0,2,0,1,0,2,2
908,0,0,1,1,0,3,2,5,0,4,NA,NA,NA,NA
909,2,0,0,0,0,0,0,0,0,2,0,0,0,0
910,0,1,0,1,0,2,0,2,0,1,NA,NA,NA,NA
911,1,2,2,0,1,0,0,3,3,3,0,2,0,0
912,2,0,0,0,0,0,2,0,1,1,NA,NA,NA,NA
913,3,2,2,0,1,0,0,2,1,2,1,1,0,0
914,2,0,0,0,1,0,1,0,0,1,3,2,0,0
915,0,0,0,0,0,0,1,0,0,0,2,0,0,0
916,0,1,0,1,2,0,0,0,1,0,0,3,2,0
917,1,0,2,0,0,1,0,0,0,0,0,3,0,0
918,0,1,1,0,3,0,1,0,0,0,0,0,3,NA
919,0,0,4,0,2,1,0,0,0,1,NA,NA,NA,NA
920,2,1,1,1,1,1,2,3,1,2,1,0,1,1
921,2,2,2,1,0,0,0,0,1,3,NA,NA,NA,NA
922,1,0,1,1,2,0,0,0,0,0,2,0,0,0
923,0,0,2,2,2,2,4,2,1,1,1,0,0,1
924,1,0,1,1,1,2,2,0,0,1,NA,NA,NA,NA
925,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
926,2,0,0,0,0,2,0,0,0,0,0,0,0,0
927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,3,0,1,5,1,0,0,2,1,0,0,0,0,1
929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,0,1,0,0,0,2,0,0,0,0,0,NA,NA,NA
931,2,0,1,3,0,2,0,1,0,0,NA,NA,NA,NA
932,0,0,0,2,2,0,0,2,0,0,0,0,0,0
933,0,0,1,0,0,0,2,0,0,0,0,0,1,0
934,0,3,1,2,0,1,1,1,0,0,NA,NA,NA,NA
935,0,0,0,0,0,1,0,1,0,0,0,0,0,2
936,0,0,0,1,0,0,1,0,0,0,0,0,0,0
937,0,0,0,0,1,0,0,2,3,2,1,1,2,1
938,0,0,1,0,1,0,0,1,2,1,1,0,1,0
939,1,0,3,2,2,2,0,1,0,1,2,0,2,0
940,0,0,1,0,0,0,0,0,0,0,0,0,0,0
941,0,1,0,0,0,1,1,0,1,0,0,1,0,1
942,0,2,1,2,0,1,0,0,1,1,0,1,1,0
943,1,2,1,0,0,1,0,1,1,2,0,0,1,NA
944,1,0,1,2,0,0,1,0,1,0,4,0,1,0
945,0,0,0,0,3,2,2,0,0,0,0,0,1,0
946,0,2,1,0,3,1,0,1,2,0,0,2,2,0
947,0,0,0,0,0,0,1,2,1,1,1,0,0,3
948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,3,0,1,0,1,2,2,0,0,1,NA,NA,NA,NA
950,0,0,0,0,0,1,2,0,2,1,1,0,0,2
951,0,1,0,2,0,3,1,2,0,0,0,0,1,1
952,3,0,2,1,0,1,1,2,2,1,NA,NA,NA,NA
953,1,1,1,0,0,2,4,0,2,0,NA,NA,NA,NA
954,1,1,0,2,0,0,1,1,1,0,0,0,NA,NA
955,1,1,0,0,1,0,1,2,0,2,1,1,0,2
956,0,0,0,0,0,0,0,0,0,0,0,1,2,0
957,0,0,0,0,1,1,0,0,0,0,1,2,2,NA
958,1,2,1,1,0,2,4,0,2,0,2,2,2,1
959,0,0,1,1,0,1,0,1,1,0,0,0,0,0
960,0,1,2,3,2,2,2,1,1,2,2,1,1,1
961,0,1,0,3,1,2,0,1,1,0,NA,NA,NA,NA
962,0,1,0,1,1,0,3,0,0,0,0,0,0,0
963,0,0,0,0,0,1,1,0,0,0,0,0,0,0
964,0,1,0,1,1,1,1,1,2,0,0,0,0,1
965,0,0,0,0,1,1,3,0,1,1,2,4,1,3
966,0,0,2,0,0,0,0,0,1,2,1,2,1,1
967,3,2,2,1,1,0,2,1,1,0,NA,NA,NA,NA
968,0,1,2,0,1,2,1,0,1,0,NA,NA,NA,NA
969,0,3,0,2,1,0,1,0,1,1,1,1,3,1
970,2,3,0,1,0,0,0,0,0,0,NA,NA,NA,NA
971,4,0,0,0,2,1,0,1,0,1,NA,NA,NA,NA
972,0,1,0,1,2,0,0,0,0,0,0,0,0,0
973,2,0,0,1,1,0,0,2,1,0,NA,NA,NA,NA
974,1,0,1,1,0,1,2,1,1,1,NA,NA,NA,NA
975,6,0,0,1,0,2,2,0,1,0,0,0,0,0
976,1,0,1,0,1,1,1,1,1,0,NA,NA,NA,NA
977,0,0,0,2,0,2,4,1,0,1,NA,NA,NA,NA
978,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
979,0,0,0,0,2,1,2,1,0,1,0,1,0,0
980,0,0,0,0,0,0,0,0,2,0,0,0,0,0
981,0,0,0,0,3,2,0,0,2,0,2,0,1,NA
982,1,0,2,1,0,3,2,1,0,0,0,0,0,0
983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,0,1,0,0,1,0,1,0,2,1,NA,NA,NA,NA
985,2,2,0,0,0,1,0,1,0,0,NA,NA,NA,NA
986,0,0,2,0,0,1,2,0,1,0,1,0,1,1
987,0,0,0,2,1,0,0,0,1,2,NA,NA,NA,NA
988,0,0,0,0,0,2,0,1,0,2,2,2,0,4
989,0,1,0,0,2,1,0,0,0,1,NA,NA,NA,NA
990,0,0,1,0,3,3,2,0,1,1,2,0,0,0
991,1,1,2,2,2,1,0,1,0,1,0,2,2,0
992,0,0,0,0,1,1,1,0,1,1,0,1,0,0
993,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
994,4,0,3,1,0,0,0,0,0,0,0,0,0,2
995,0,0,0,2,0,1,1,0,1,2,NA,NA,NA,NA
996,0,0,1,1,2,1,0,0,0,0,0,0,0,NA
997,0,2,0,1,0,0,0,1,0,0,0,0,0,0
998,0,1,0,2,2,2,0,0,1,0,1,0,1,2
999,1,0,0,0,1,1,3,0,0,1,2,0,0,NA
1000,1,0,2,1,3,1,0,1,1,2,0,0,1,1
1001,1,3,2,0,1,1,0,0,0,1,1,1,0,1
1002,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1003,0,0,2,2,0,0,0,0,0,1,1,2,1,NA
1004,0,1,1,3,0,0,0,2,0,0,1,1,2,1
1005,1,0,0,0,0,1,0,2,0,0,0,2,0,1
1006,1,2,1,0,1,0,0,0,1,1,0,0,0,1
1007,0,0,1,0,0,0,3,1,1,2,0,0,1,1
1008,2,0,0,0,1,0,2,0,1,0,0,0,0,0
1009,1,2,0,1,0,1,0,0,0,0,1,0,0,NA
1010,0,0,0,0,0,1,1,0,0,0,0,2,1,2
1011,0,1,0,2,0,0,3,0,1,2,0,0,1,0
1012,2,0,0,0,0,0,0,0,0,0,0,0,0,2
1013,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1014,1,0,0,0,0,2,1,0,0,0,NA,NA,NA,NA
1015,3,0,2,1,0,0,3,1,0,2,NA,NA,NA,NA
1016,2,0,2,0,2,1,0,0,0,2,NA,NA,NA,NA
1017,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1018,0,0,0,0,1,1,1,0,2,1,2,0,0,0
1019,1,1,1,0,2,2,2,1,1,0,NA,NA,NA,NA
1020,1,1,1,1,1,1,1,1,2,3,2,2,2,3
1021,1,0,0,0,3,0,3,1,0,0,2,0,0,2
1022,1,1,1,1,1,0,3,1,0,2,1,1,0,0
1023,0,0,1,1,3,0,0,0,2,0,0,0,3,0
1024,0,0,2,0,0,0,0,0,0,0,0,NA,NA,NA
1025,0,0,1,1,1,1,2,1,2,0,0,1,0,0
1026,0,0,0,0,0,0,0,1,1,0,1,1,2,NA
1027,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1028,3,0,1,1,1,0,1,1,2,2,1,2,1,2
1029,0,1,0,2,0,0,0,0,1,1,1,0,2,0
1030,2,0,0,4,3,3,1,1,1,2,2,0,2,NA
1031,3,1,1,3,1,1,1,0,0,1,NA,NA,NA,NA
1032,0,0,0,0,0,0,0,0,0,2,0,0,1,NA
1033,0,0,0,4,1,2,0,3,1,3,0,0,2,0
1034,2,0,0,2,0,0,0,0,4,0,0,0,2,0
1035,0,0,0,0,2,1,0,0,0,0,1,1,1,0
1036,0,2,0,2,0,0,0,0,0,0,0,0,NA,NA
1037,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1038,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1039,0,0,2,0,2,2,0,0,1,0,2,1,0,1
1040,0,0,1,1,2,0,2,4,0,1,2,1,1,0
1041,1,0,1,0,0,0,0,0,2,1,0,0,0,0
1042,0,0,0,0,0,0,0,1,0,0,0,1,0,3
1043,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1044,2,3,1,1,0,0,2,1,1,0,NA,NA,NA,NA
1045,0,1,1,1,1,2,0,0,0,0,0,0,2,0
1046,0,0,0,6,0,0,0,0,0,0,0,0,2,0
1047,0,1,0,0,1,0,0,0,1,0,0,1,1,1
1048,0,3,2,0,2,1,0,3,2,0,1,0,0,0
1049,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1050,1,2,0,2,0,1,1,0,0,2,2,0,0,0
1051,1,1,2,1,3,1,0,0,0,1,0,0,0,0
1052,0,0,1,2,0,0,1,0,1,0,NA,NA,NA,NA
1053,0,2,3,0,1,2,1,1,1,0,2,2,0,NA
1054,3,0,1,1,1,1,0,0,3,4,NA,NA,NA,NA
1055,1,2,2,1,0,3,0,0,2,0,2,0,0,3
1056,0,3,2,2,2,0,2,1,0,0,2,1,0,1
1057,0,0,0,0,0,2,0,2,0,0,0,0,0,0
1058,0,0,4,2,0,0,3,0,0,0,NA,NA,NA,NA
1059,0,1,2,1,0,1,1,1,0,0,2,0,1,0
1060,0,1,1,2,0,1,2,1,2,0,0,0,NA,NA
1061,0,0,0,1,0,0,1,0,2,0,0,3,3,1
1062,2,0,1,0,0,3,0,0,0,0,1,2,1,NA
1063,0,0,2,1,0,0,1,0,2,2,0,0,0,0
1064,1,1,0,0,2,2,0,0,0,0,0,0,0,0
1065,0,2,1,0,3,0,0,1,0,3,4,1,0,0
1066,0,0,0,0,2,0,0,1,1,1,1,2,1,2
1067,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,2,2,0,0,3,2,1,3,4,1,1,0,0,0
1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,1,0,0,1,3,1,0,0,0,0,0,0,2,0
1073,3,1,1,1,0,1,1,0,0,0,1,2,2,1
1074,0,0,0,0,0,2,0,3,0,0,3,0,0,0
1075,1,1,2,1,2,2,0,1,0,0,NA,NA,NA,NA
1076,1,1,3,0,0,2,0,3,3,1,NA,NA,NA,NA
1077,3,0,1,2,1,2,2,0,1,0,NA,NA,NA,NA
1078,3,0,0,0,0,0,0,0,0,2,0,0,0,0
1079,2,1,0,0,1,0,0,0,1,2,2,1,0,0
1080,1,1,0,0,0,1,1,0,0,0,2,0,2,2
1081,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1082,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1083,0,0,0,2,0,0,1,1,2,2,3,0,0,0
1084,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA
1085,3,0,0,0,4,0,0,2,1,0,NA,NA,NA,NA
1086,0,0,3,1,0,3,1,0,1,2,1,2,2,0
1087,1,1,1,1,1,2,0,2,0,0,NA,NA,NA,NA
1088,1,0,1,2,1,0,2,0,1,1,2,0,2,0
1089,2,0,1,0,0,0,1,0,3,0,1,1,2,0
1090,4,1,1,0,2,0,0,2,0,0,NA,NA,NA,NA
1091,1,1,0,1,0,0,0,1,0,3,1,0,0,1
1092,2,2,0,2,2,0,2,0,1,0,0,0,0,0
1093,0,3,1,0,0,0,1,2,1,3,1,0,2,NA
1094,0,0,2,0,0,2,1,0,0,0,2,1,1,0
1095,0,1,1,0,0,0,3,0,1,1,1,2,1,0
1096,0,2,0,1,1,2,1,4,2,1,1,0,2,0
1097,0,0,2,0,0,0,0,0,1,0,0,0,0,NA
1098,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1099,2,1,0,0,0,1,0,1,0,2,NA,NA,NA,NA
1100,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,1,1,0,1,2,2,0,0,0,2,NA,NA,NA,NA
1102,0,3,1,0,1,6,0,2,0,1,NA,NA,NA,NA
1103,1,0,1,0,0,1,0,0,0,2,1,0,1,1
1104,0,0,1,0,0,0,1,0,0,0,0,0,2,0
1105,1,1,0,2,0,2,1,1,0,2,2,1,3,1
1106,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1107,0,1,0,1,1,1,1,0,2,2,0,3,2,NA
1108,2,0,0,0,1,2,1,2,2,1,NA,NA,NA,NA
1109,2,2,1,0,2,0,1,1,1,1,NA,NA,NA,NA
1110,0,0,1,0,0,1,0,0,0,0,2,0,0,NA
1111,1,0,2,2,3,1,0,1,2,0,1,1,0,0
1112,0,2,2,1,0,0,2,1,0,1,1,1,0,1
1113,3,1,0,1,0,1,0,0,0,1,NA,NA,NA,NA
1114,2,0,0,0,0,1,0,3,1,3,0,0,0,0
1115,0,1,0,2,3,1,1,0,0,1,0,0,2,0
1116,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1117,2,4,0,1,0,0,2,1,0,3,2,0,1,1
1118,1,0,1,0,1,0,0,1,1,1,0,0,0,0
1119,4,0,0,0,2,0,0,1,0,0,0,0,0,1
1120,0,1,1,3,2,0,4,1,3,0,2,1,0,0
1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,0,0,1,0,0,0,0,0,3,1,0,1,0,NA
1123,0,0,0,2,0,0,0,1,0,0,0,2,0,1
1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA
1126,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1127,1,2,0,1,0,0,0,0,3,5,NA,NA,NA,NA
1128,0,2,0,1,1,0,0,0,0,3,0,2,1,0
1129,0,0,0,2,0,1,1,0,2,0,1,0,1,3
1130,1,1,0,3,0,2,1,0,0,0,0,0,0,0
1131,3,2,0,0,1,0,0,1,1,1,NA,NA,NA,NA
1132,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1133,1,0,1,3,0,1,2,0,1,1,NA,NA,NA,NA
1134,1,4,0,0,0,0,0,0,0,0,1,1,1,NA
1135,3,0,1,1,0,0,0,0,1,0,0,0,0,0
1136,1,2,0,1,1,0,0,0,0,1,0,1,0,2
1137,0,0,0,1,1,1,0,1,1,1,0,0,0,1
1138,0,2,0,0,1,0,0,0,1,0,NA,NA,NA,NA
1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,2,0,2,2,0,1,0,3,1,1,0,1,0,0
1141,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1142,3,1,2,2,0,1,0,0,1,0,NA,NA,NA,NA
1143,0,0,1,1,1,3,1,0,1,0,0,1,1,1
1144,0,1,1,0,1,1,0,0,0,0,0,0,0,2
1145,0,1,1,1,2,3,0,2,0,0,1,0,1,NA
1146,0,1,0,1,0,0,0,1,1,1,2,0,1,0
1147,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1148,2,0,1,0,0,0,0,0,2,1,NA,NA,NA,NA
1149,0,0,0,2,1,1,0,1,1,1,0,1,0,0
1150,1,1,0,1,0,2,1,2,2,2,2,1,2,1
1151,1,1,2,0,0,0,0,0,0,0,0,0,0,NA
1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,1,1,0,0,1,0,2,1,1,1,NA,NA,NA,NA
1154,1,0,2,2,1,0,2,1,2,1,1,0,0,0
1155,1,0,0,0,0,1,2,0,0,0,0,1,0,1
1156,0,1,0,1,0,2,0,0,0,0,NA,NA,NA,NA
1157,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1158,0,1,1,0,2,0,2,1,1,0,0,4,0,1
1159,0,1,2,0,0,0,1,0,1,0,1,1,0,0
1160,2,0,2,0,1,1,0,1,1,0,1,2,0,NA
1161,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1162,2,1,0,2,0,2,0,0,1,0,NA,NA,NA,NA
1163,0,1,1,0,1,0,0,2,0,0,1,3,2,1
1164,2,2,0,0,0,1,3,1,4,0,NA,NA,NA,NA
1165,1,0,3,0,0,2,1,2,0,4,NA,NA,NA,NA
1166,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1167,2,0,1,1,2,1,1,0,0,0,3,0,2,0
1168,0,1,0,1,0,0,1,1,0,0,3,1,1,NA
1169,1,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA
1170,0,0,1,1,1,0,0,1,1,1,NA,NA,NA,NA
1171,2,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA
1172,1,0,1,1,1,0,0,0,1,0,2,0,0,0
1173,0,0,2,2,2,1,1,2,3,0,0,1,1,1
1174,3,1,4,0,1,0,0,1,1,1,0,0,0,2
1175,2,3,0,4,0,0,1,0,5,3,NA,NA,NA,NA
1176,0,0,0,0,2,1,0,0,0,0,0,0,0,0
1177,1,0,3,2,3,1,1,3,4,1,1,2,3,NA
1178,0,0,0,0,0,0,0,1,0,0,0,1,0,NA
1179,0,2,1,0,1,0,0,1,1,0,3,0,0,0
1180,0,0,0,2,1,2,1,1,0,0,0,0,0,0
1181,1,1,3,2,1,0,0,2,0,1,0,2,2,0
1182,1,0,0,1,3,0,0,0,2,2,0,0,0,0
1183,0,1,0,0,1,1,0,0,0,0,0,0,NA,NA
1184,1,0,0,2,0,1,2,2,0,1,2,0,2,0
1185,0,1,0,0,1,1,1,2,1,1,3,0,0,3
1186,0,2,0,4,1,0,0,0,1,0,0,1,1,2
1187,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188,1,0,1,0,1,1,0,0,1,0,0,0,0,0
1189,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1190,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,0,1,1,3,3,0,0,0,0,0,1,0,1,0
1192,0,1,1,0,0,0,2,1,0,1,1,1,0,0
1193,1,1,1,2,0,0,0,2,1,2,1,1,0,1
1194,0,4,2,0,0,1,0,2,0,0,NA,NA,NA,NA
1195,0,1,0,2,1,1,4,0,2,3,0,0,0,0
1196,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1197,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1198,0,2,1,1,1,1,2,0,2,1,0,0,3,1
1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,0,1,5,2,1,0,1,1,0,0,NA,NA,NA,NA
1201,0,0,0,0,0,0,0,0,1,2,0,2,0,1
1202,0,0,0,2,0,1,0,2,2,1,1,1,0,1
1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1205,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1206,0,0,0,0,2,1,0,1,2,3,NA,NA,NA,NA
1207,1,1,0,2,1,3,2,1,3,1,NA,NA,NA,NA
1208,0,2,1,0,0,1,0,0,2,0,NA,NA,NA,NA
1209,1,1,0,0,0,0,1,0,1,1,0,0,1,0
1210,0,2,2,1,0,0,0,0,0,0,0,1,1,0
1211,0,2,0,0,0,1,0,0,1,0,0,0,2,1
1212,1,2,0,0,1,0,3,0,1,1,NA,NA,NA,NA
1213,1,1,1,2,1,0,1,2,1,1,NA,NA,NA,NA
1214,1,1,0,1,2,1,4,0,0,0,1,1,0,NA
1215,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1216,0,0,2,0,0,1,0,1,0,1,1,0,3,0
1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1219,2,1,0,1,1,2,3,0,3,0,NA,NA,NA,NA
1220,1,0,0,0,2,1,0,0,2,1,0,0,1,3
1221,1,2,0,0,0,2,0,1,1,2,2,0,0,1
1222,2,0,0,3,5,0,0,0,0,0,NA,NA,NA,NA
1223,0,2,1,0,1,2,2,0,1,0,0,0,0,1
1224,2,1,0,2,0,1,1,2,1,0,1,0,1,2
1225,0,0,0,0,0,1,0,3,1,0,1,1,1,1
1226,1,0,0,1,1,1,0,0,0,1,0,2,1,NA
1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,1,0,0,0,2,0,1,0,0,1,NA,NA,NA,NA
1229,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1230,0,0,1,2,2,0,1,1,0,0,0,NA,NA,NA
1231,1,0,3,1,1,0,1,1,1,0,NA,NA,NA,NA
1232,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,2,0,0,2,1,2,2,1,2,5,1,2,0,1
1235,2,0,1,1,0,0,0,0,0,0,0,0,0,NA
1236,3,0,3,1,0,2,3,0,1,1,NA,NA,NA,NA
1237,4,1,1,0,0,3,0,2,1,1,0,0,2,0
1238,0,0,1,2,1,0,0,0,0,0,1,1,0,NA
1239,0,0,0,0,0,0,2,1,0,0,1,0,0,0
1240,0,2,1,1,1,2,2,1,0,1,1,1,2,NA
1241,0,0,1,0,0,1,0,0,0,0,1,1,0,1
1242,1,0,2,1,1,0,0,0,0,0,0,0,1,0
1243,0,0,1,2,0,1,0,2,2,2,1,1,1,4
1244,0,0,0,1,2,4,1,1,1,0,0,0,3,0
1245,2,0,1,2,1,0,0,1,1,0,0,2,1,0
1246,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,0,2,0,0,2,1,1,0,0,2,1,0,1,1
1249,0,1,0,2,0,0,1,3,1,1,1,1,0,1
1250,3,1,0,0,1,0,1,0,2,1,NA,NA,NA,NA
1251,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1252,2,0,1,1,0,0,1,0,0,2,0,2,1,0
1253,0,0,2,3,1,0,1,0,2,5,0,1,0,0
1254,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1255,0,0,0,0,0,0,0,2,0,1,NA,NA,NA,NA
1256,0,3,0,1,0,0,0,0,0,0,NA,NA,NA,NA
1257,0,0,0,0,2,0,4,0,1,0,NA,NA,NA,NA
1258,1,2,1,0,0,0,0,0,0,0,1,0,0,0
1259,5,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA
1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,1,0,0,3,2,1,2,0,0,0,NA,NA,NA,NA
1263,1,1,3,2,1,1,1,1,1,0,1,0,1,0
1264,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1265,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1266,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
1267,1,0,0,0,0,1,0,3,0,0,1,2,0,0
1268,0,2,1,2,1,0,0,2,2,1,NA,NA,NA,NA
1269,0,0,2,2,2,0,0,0,1,2,NA,NA,NA,NA
1270,3,1,0,1,0,1,1,1,2,0,3,2,1,0
1271,2,1,1,0,0,3,0,2,1,0,NA,NA,NA,NA
1272,0,2,0,2,0,1,6,2,1,2,0,1,1,NA
1273,2,0,1,0,0,1,1,0,0,0,0,0,NA,NA
1274,3,2,0,2,0,0,1,2,2,2,NA,NA,NA,NA
1275,0,1,0,1,1,3,0,1,0,1,0,0,2,0
1276,2,0,0,1,0,1,0,0,0,0,0,0,NA,NA
1277,2,1,2,0,2,0,0,0,0,3,NA,NA,NA,NA
1278,1,2,0,0,0,0,0,1,2,1,NA,NA,NA,NA
1279,0,0,1,0,0,2,1,0,1,0,0,0,1,0
1280,0,0,0,0,0,0,0,0,0,1,0,2,0,0
1281,0,0,1,2,2,2,1,3,0,0,NA,NA,NA,NA
1282,1,0,2,0,0,0,1,1,2,0,2,1,2,3
1283,0,1,0,3,0,0,0,0,1,1,2,4,1,0
1284,0,0,0,0,0,1,0,2,0,0,0,2,0,0
1285,1,2,1,0,1,0,1,1,0,2,0,0,3,NA
1286,0,4,2,0,1,1,0,0,2,1,2,1,3,0
1287,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1288,2,0,0,0,0,0,1,0,1,0,3,0,0,2
1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,0,2,0,1,1,2,0,0,0,2,1,0,1,0
1291,3,2,0,3,3,0,0,0,0,1,NA,NA,NA,NA
1292,1,0,1,3,1,2,0,1,0,1,1,1,1,NA
1293,0,0,0,0,0,2,1,0,0,0,0,0,0,0
1294,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1295,1,0,1,0,1,4,1,3,1,1,NA,NA,NA,NA
1296,0,0,0,0,1,0,0,1,1,1,0,0,2,0
1297,1,0,2,0,0,0,0,0,0,0,0,0,0,0
1298,0,1,0,0,1,0,2,0,1,1,4,1,1,1
1299,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1300,1,2,2,1,0,0,3,4,1,2,0,2,0,NA
1301,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1302,1,2,1,1,0,1,0,0,4,0,0,3,0,0
1303,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1304,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1305,4,2,3,2,2,2,1,0,0,0,1,0,0,1
1306,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA
1307,0,1,2,1,0,2,1,0,0,2,0,0,0,1
1308,0,0,0,2,1,2,0,1,0,2,0,1,0,1
1309,0,0,0,0,1,3,1,2,2,3,0,0,1,0
1310,0,0,1,1,0,1,1,0,1,0,0,0,1,2
1311,4,0,1,0,0,0,0,0,1,2,1,2,0,1
1312,0,0,0,1,2,0,1,2,0,1,1,1,1,1
1313,0,2,0,1,1,4,1,2,2,1,1,0,0,NA
1314,1,0,2,1,0,0,0,3,3,1,NA,NA,NA,NA
1315,0,0,1,0,2,1,3,3,1,0,0,2,1,1
1316,1,1,0,2,1,1,0,1,1,1,2,1,4,1
1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,1,2,4,1,3,0,3,1,1,3,0,1,1,0
1319,0,0,2,0,1,0,0,1,0,1,1,0,2,2
1320,0,0,0,0,0,1,1,0,5,0,0,1,0,1
1321,3,1,2,0,0,2,0,2,0,0,1,0,1,0
1322,1,2,0,0,0,0,2,1,3,2,1,2,0,1
1323,0,0,2,1,0,0,1,0,1,2,NA,NA,NA,NA
1324,1,0,2,0,0,1,0,0,3,1,1,1,3,0
1325,1,2,1,0,0,1,0,1,0,0,0,0,0,NA
1326,2,0,3,0,1,0,0,0,0,0,0,0,0,0
1327,0,1,0,0,1,1,0,4,0,2,1,0,0,3
1328,0,0,1,1,1,0,3,0,2,0,2,0,0,0
1329,2,0,1,1,0,1,0,2,1,2,NA,NA,NA,NA
1330,0,3,1,1,0,0,0,2,1,1,1,1,0,0
